1506772253492,711.0
1506772253492,715.0
1506772253492,695.0
1506772253492,715.0
1506772253492,713.0
1506772253492,696.0
1506772253493,697.0
1506772253493,698.0
1506772253495,707.0
1506772253498,723.0
1506772253595,102.0
1506772253595,103.0
1506772253595,100.0
1506772253595,103.0
1506772253595,103.0
1506772253615,117.0
1506772253615,122.0
1506772253615,123.0
1506772253712,117.0
1506772253712,116.0
1506772253712,220.0
1506772253712,220.0
1506772253713,118.0
1506772253714,119.0
1506772253715,120.0
1506772253725,110.0
1506772253725,110.0
1506772253725,110.0
1506772253800,1003.0
1506772253805,1010.0
1506772253805,1028.0
1506772253805,1010.0
1506772253806,1020.0
1506772253808,1013.0
1506772253808,1022.0
1506772253808,1013.0
1506772253809,1014.0
1506772253810,1015.0
1506772253810,1022.0
1506772253819,107.0
1506772253819,107.0
1506772253827,102.0
1506772253827,1031.0
1506772253827,115.0
1506772253828,114.0
1506772253828,1046.0
1506772253828,103.0
1506772253829,114.0
1506772253829,104.0
1506772253829,116.0
1506772253829,117.0
1506772253829,1053.0
1506772253830,1042.0
1506772253878,1090.0
1506772253878,1083.0
1506772253908,100.0
1506772253908,100.0
1506772253908,102.0
1506772253909,100.0
1506772253909,103.0
1506772253910,110.0
1506772253910,105.0
1506772253917,107.0
1506772253917,112.0
1506772253918,110.0
1506772253929,119.0
1506772253929,110.0
1506772253929,110.0
1506772253929,101.0
1506772253930,102.0
1506772253931,102.0
1506772253931,102.0
1506772253931,101.0
1506772253932,105.0
1506772253932,105.0
1506772253932,105.0
1506772253932,103.0
1506772253932,104.0
1506772253932,103.0
1506772253932,103.0
1506772253981,103.0
1506772253981,103.0
1506772254006,97.0
1506772254006,98.0
1506772254006,97.0
1506772254010,100.0
1506772254010,102.0
1506772254012,102.0
1506772254012,104.0
1506772254027,110.0
1506772254031,102.0
1506772254033,102.0
1506772254033,104.0
1506772254035,104.0
1506772254036,107.0
1506772254036,104.0
1506772254036,106.0
1506772254037,119.0
1506772254037,105.0
1506772254037,120.0
1506772254037,105.0
1506772254037,106.0
1506772254037,105.0
1506772254037,105.0
1506772254038,106.0
1506772254038,109.0
1506772254083,102.0
1506772254083,102.0
1506772254108,102.0
1506772254108,102.0
1506772254108,102.0
1506772254115,103.0
1506772254115,105.0
1506772254115,103.0
1506772254115,105.0
1506772254126,99.0
1506772254129,98.0
1506772254136,101.0
1506772254144,111.0
1506772254144,108.0
1506772254144,107.0
1506772254144,111.0
1506772254144,107.0
1506772254144,108.0
1506772254145,108.0
1506772254145,108.0
1506772254146,214.0
1506772254146,110.0
1506772254148,111.0
1506772254149,112.0
1506772254149,112.0
1506772254149,111.0
1506772254187,104.0
1506772254187,104.0
1506772254209,101.0
1506772254211,103.0
1506772254211,103.0
1506772254217,102.0
1506772254217,102.0
1506772254217,102.0
1506772254217,102.0
1506772254229,103.0
1506772254235,106.0
1506772254238,102.0
1506772254245,96.0
1506772254245,101.0
1506772254246,101.0
1506772254246,102.0
1506772254246,208.0
1506772254258,114.0
1506772254258,112.0
1506772254258,114.0
1506772254258,114.0
1506772254258,113.0
1506772254259,110.0
1506772254259,110.0
1506772254259,115.0
1506772254259,113.0
1506772254259,111.0
1506772254289,102.0
1506772254289,102.0
1506772254303,94.0
1506772254310,99.0
1506772254310,99.0
1506772254316,99.0
1506772254316,99.0
1506772254316,99.0
1506772254324,107.0
1506772254329,94.0
1506772254329,100.0
1506772254336,98.0
1506772254345,100.0
1506772254345,100.0
1506772254350,104.0
1506772254350,104.0
1506772254350,104.0
1506772254360,101.0
1506772254360,101.0
1506772254360,102.0
1506772254360,101.0
1506772254360,102.0
1506772254360,102.0
1506772254361,102.0
1506772254361,102.0
1506772254361,103.0
1506772254392,103.0
1506772254392,103.0
1506772254401,98.0
1506772254409,99.0
1506772254409,99.0
1506772254414,98.0
1506772254414,98.0
1506772254414,98.0
1506772254422,98.0
1506772254425,96.0
1506772254425,96.0
